match_id,teams,gender,time,numeric_time,half,action,number,team,goalkeeper,opponent_goalkeeper,assist_number,goal_number,shot_number,goal,shot_speed,in_goal_position,shot_position,post,saved,vertical_goal_position,horizontal_goal_position,causes_7m_number,receives_7m_number,turnover,technical_foul,steal,suspension,is_home,number_suspended,no_goalkeeper,number_court_players,possession,number_of_possession,start_of_possession,end_of_possession,score,lead,possession_length
9,EGY - DEN,M,29:49,1789,1,Team timeout,"",DEN,1,88,,,,0,,,,,,,,,,,,,,FALSE,0,0,6,DEN,52,29:46,30:00,15 - 13,2,14
9,EGY - DEN,M,30:00,1800,2,ELTAYAR M Goalkeeper,96,EGY,96,1,,,,0,,,,,,,,,,,,,,TRUE,0,,,DEN,53,,,15 - 13,2,
9,EGY - DEN,M,30:00,1800,2,ELMASRY I 7m caused,24,EGY,96,1,,,,0,,,,,,,,24,,,,,,TRUE,0,0,6,DEN,53,30:00,30:52,15 - 13,2,52
9,EGY - DEN,M,30:00,1800,2,LANDIN N Goalkeeper,1,DEN,1,96,,,,0,,,,,,,,,,,,,,FALSE,0,,,DEN,53,,,15 - 13,2,
9,EGY - DEN,M,30:00,1800,2,HOLM J 7m received,32,DEN,1,96,,,,0,,,,,,,,,32,,,,,FALSE,0,0,6,DEN,53,30:00,30:52,15 - 13,2,52
9,EGY - DEN,M,30:00,1800,2,HANSEN M Goal Penalty shot bottom right (32 HOLM J),24,DEN,1,96,32,24,,1,,bottom right,Penalty,,,bottom,right,,,,,,,FALSE,0,0,6,DEN,53,30:00,30:52,15 - 14,1,52
9,EGY - DEN,M,30:40,1840,2,ELMASRY I 2-minutes suspension,24,EGY,96,1,,,,0,,,,,,,,,,,,,24,TRUE,0,0,6,DEN,53,30:00,30:52,15 - 14,1,52
9,EGY - DEN,M,30:52,1852,2,MOHAMED A Steal,90,EGY,96,1,,,,0,,,,,,,,,,,,90,,TRUE,-1,0,5,DEN,53,30:00,30:52,15 - 14,1,52
9,EGY - DEN,M,30:52,1852,2,HANSEN M Turnover,24,DEN,1,96,,,,0,,,,,,,,,,24,,,,FALSE,0,0,6,DEN,53,30:00,30:52,15 - 14,1,52
9,EGY - DEN,M,31:11,1871,2,SHEBIB Mfor 96 ELTAYAR M Empty goal,89,EGY,Empty goal,1,,,,0,,,,,,,,,,,,,,TRUE,-1,1,6,DEN,53,30:00,30:52,15 - 14,1,52
9,EGY - DEN,M,31:36,1896,2,HENDAWY Kfor 31 ELWAKIL O Goalkeeper back,88,EGY,88,1,,,,0,,,,,,,,,,,,,,TRUE,-1,0,5,DEN,53,30:00,30:52,15 - 14,1,52
9,EGY - DEN,M,31:42,1902,2,ELTAYAR Mfor 88 HENDAWY K Goalkeeper Substitution,96,EGY,88,1,,,,0,,,,,,,,,,,,,,TRUE,-1,0,5,DEN,53,30:00,30:52,15 - 14,1,52
9,EGY - DEN,M,31:50,1910,2,OMAR Y Shot right 6m saved bottom right,5,EGY,88,1,,,5,0,,bottom right,right 6m,,1,bottom,right,,,,,,,TRUE,-1,0,5,EGY,54,30:52,31:50,15 - 14,1,58
9,EGY - DEN,M,32:07,1927,2,HOLM Jfor 1 LANDIN N Empty goal,32,DEN,Empty goal,88,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,EGY,54,30:52,31:50,15 - 14,1,58
9,EGY - DEN,M,32:23,1943,2,ELDERAA Y 7m caused,39,EGY,88,Empty goal,,,,0,,,,,,,,39,,,,,,TRUE,-1,0,5,DEN,55,31:50,32:32,15 - 14,1,42
9,EGY - DEN,M,32:23,1943,2,GIDSEL M 7m received,33,DEN,Empty goal,88,,,,0,,,,,,,,,33,,,,,FALSE,0,1,7,DEN,55,31:50,32:32,15 - 14,1,42
9,EGY - DEN,M,32:23,1943,2,LANDIN Nfor 32 HOLM J Goalkeeper back,1,DEN,1,88,,,,0,,,,,,,,,,,,,,FALSE,0,0,6,DEN,55,31:50,32:32,15 - 14,1,42
9,EGY - DEN,M,32:32,1952,2,HANSEN M Goal Penalty shot bottom right (33 GIDSEL M),24,DEN,1,88,33,24,,1,,bottom right,Penalty,,,bottom,right,,,,,,,FALSE,0,0,6,DEN,55,31:50,32:32,15 - 15,0,42
9,EGY - DEN,M,33:13,1993,2,SANAD M Shot right wing saved bottom right,91,EGY,88,1,,,91,0,,bottom right,right wing,,1,bottom,right,,,,,,,TRUE,0,0,6,EGY,56,32:32,33:13,15 - 15,0,41
9,EGY - DEN,M,33:37,2017,2,KADDAH H 2-minutes suspension,42,EGY,88,1,,,,0,,,,,,,,,,,,,42,TRUE,0,0,6,EGY,56,32:32,33:13,15 - 15,0,41
9,EGY - DEN,M,33:52,2032,2,OLSEN Mfor 1 LANDIN N Empty goal,25,DEN,Empty goal,88,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,EGY,56,32:32,33:13,15 - 15,0,41
9,EGY - DEN,M,34:00,2040,2,SVAN L Goal right wing bottom left (32 HOLM J),17,DEN,Empty goal,88,32,17,,1,,bottom left,right wing,,,bottom,left,,,,,,,FALSE,0,1,7,DEN,57,33:13,34:00,15 - 16,-1,47
9,EGY - DEN,M,34:00,2040,2,LANDIN Nfor 32 HOLM J Goalkeeper back,1,DEN,1,88,,,,0,,,,,,,,,,,,,,FALSE,0,0,6,DEN,57,33:13,34:00,15 - 16,-1,47
9,EGY - DEN,M,34:12,2052,2,SHEBIB Mfor 96 ELTAYAR M Empty goal,89,EGY,Empty goal,1,,,,0,,,,,,,,,,,,,,TRUE,-1,1,6,DEN,57,33:13,34:00,15 - 16,-1,47
9,EGY - DEN,M,34:36,2076,2,ELTAYAR Mfor 31 ELWAKIL O Goalkeeper back,96,EGY,96,1,,,,0,,,,,,,,,,,,,,TRUE,-1,0,5,DEN,57,33:13,34:00,15 - 16,-1,47
9,EGY - DEN,M,34:36,2076,2,MOHAMED A 7m received,90,EGY,96,1,,,,0,,,,,,,,,90,,,,,TRUE,-1,0,5,EGY,58,34:00,34:36,15 - 16,-1,36
9,EGY - DEN,M,34:36,2076,2,ANDERSSON L 7m caused,28,DEN,1,96,,,,0,,,,,,,,28,,,,,,FALSE,0,0,6,EGY,58,34:00,34:36,15 - 16,-1,36
9,EGY - DEN,M,34:36,2076,2,ANDERSSON L 2-minutes suspension,28,DEN,1,96,,,,0,,,,,,,,,,,,,28,FALSE,0,0,6,EGY,58,34:00,34:36,15 - 16,-1,36
9,EGY - DEN,M,34:36,2076,2,ELAHMAR A Goal Penalty shot bottom centre (90 MOHAMED A),66,EGY,96,1,90,66,,1,,bottom centre,Penalty,,,bottom,centre,,,,,,,TRUE,-1,0,5,EGY,58,34:00,34:36,16 - 16,0,36
9,EGY - DEN,M,34:54,2094,2,GIDSEL Mfor 1 LANDIN N Empty goal,33,DEN,Empty goal,96,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,EGY,58,34:00,34:36,16 - 16,0,36
9,EGY - DEN,M,35:05,2105,2,TOFT HANSEN H Goal centre 6m bottom right (24 HANSEN M),23,DEN,Empty goal,96,24,23,,1,,bottom right,centre 6m,,,bottom,right,,,,,,,FALSE,-1,1,6,DEN,59,34:36,35:05,16 - 17,-1,29
9,EGY - DEN,M,35:05,2105,2,LANDIN Nfor 33 GIDSEL M Goalkeeper back,1,DEN,1,96,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,DEN,59,34:36,35:05,16 - 17,-1,29
9,EGY - DEN,M,35:17,2117,2,MOHAMED A,90,EGY,96,1,,,,0,,,,,,,,,,,,,,TRUE,-1,0,5,DEN,59,34:36,35:05,16 - 17,-1,29
9,EGY - DEN,M,35:35,2135,2,SANAD M Shot right wing saved top centre,91,EGY,96,1,,,91,0,,top centre,right wing,,1,top,centre,,,,,,,TRUE,-1,0,5,EGY,60,35:05,35:52,16 - 17,-1,47
9,EGY - DEN,M,35:47,2147,2,ELTAYAR M,96,EGY,96,1,,,,0,,,,,,,,,,,,,,TRUE,0,0,6,EGY,60,35:05,35:52,16 - 17,-1,47
9,EGY - DEN,M,35:52,2152,2,SHEBIB M Goal centre 6m bottom centre (90 MOHAMED A),89,EGY,96,1,90,89,,1,,bottom centre,centre 6m,,,bottom,centre,,,,,,,TRUE,0,0,6,EGY,60,35:05,35:52,17 - 17,0,47
9,EGY - DEN,M,36:02,2162,2,MENSAH M,22,DEN,1,96,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,EGY,60,35:05,35:52,17 - 17,0,47
9,EGY - DEN,M,36:24,2184,2,SANAD Mfor 96 ELTAYAR M Empty goal,91,EGY,Empty goal,1,,,,0,,,,,,,,,,,,,,TRUE,0,1,7,EGY,60,35:05,35:52,17 - 17,0,47
9,EGY - DEN,M,36:24,2184,2,ELTAYAR M,96,EGY,Empty goal,1,,,,0,,,,,,,,,,,,,,TRUE,0,1,7,EGY,60,35:05,35:52,17 - 17,0,47
9,EGY - DEN,M,36:24,2184,2,LANDIN M Goal left wing bottom centre (33 GIDSEL M),4,DEN,1,Empty goal,33,4,,1,,bottom centre,left wing,,,bottom,centre,,,,,,,FALSE,-1,0,5,DEN,61,35:52,36:24,17 - 18,-1,32
9,EGY - DEN,M,36:32,2192,2,LANDIN N,1,DEN,1,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,DEN,61,35:52,36:24,17 - 18,-1,32
9,EGY - DEN,M,37:03,2223,2,OMAR Y Shot left 6m saved bottom centre,5,EGY,Empty goal,1,,,5,0,,bottom centre,left 6m,,1,bottom,centre,,,,,,,TRUE,0,1,7,EGY,62,36:24,37:03,17 - 18,-1,39
9,EGY - DEN,M,37:13,2233,2,HOLM J Goal breakthrough bottom left,32,DEN,1,Empty goal,,32,,1,,bottom left,breakthrough,,,bottom,left,,,,,,,FALSE,0,0,6,DEN,63,37:03,37:13,17 - 19,-2,10
9,EGY - DEN,M,37:51,2271,2,ELDERAA Y Goal centre 6m bottom left,39,EGY,Empty goal,1,,39,,1,,bottom left,centre 6m,,,bottom,left,,,,,,,TRUE,0,1,7,EGY,64,37:13,37:51,18 - 19,-1,38
9,EGY - DEN,M,38:06,2286,2,MENSAH M Goal left 6m top centre,22,DEN,1,Empty goal,,22,,1,,top centre,left 6m,,,top,centre,,,,,,,FALSE,0,0,6,DEN,65,37:51,38:06,18 - 20,-2,15
9,EGY - DEN,M,39:12,2352,2,OMAR Y Goal right 6m bottom right (39 ELDERAA Y),5,EGY,Empty goal,1,39,5,,1,,bottom right,right 6m,,,bottom,right,,,,,,,TRUE,0,1,7,EGY,66,38:06,39:12,19 - 20,-1,66
9,EGY - DEN,M,40:04,2404,2,MENSAH M Goal centre 6m middle right,22,DEN,1,Empty goal,,22,,1,,middle right,centre 6m,,,middle,right,,,,,,,FALSE,0,0,6,DEN,67,39:12,40:04,19 - 21,-2,52
9,EGY - DEN,M,40:51,2451,2,MOELLGAARD H 2-minutes suspension,21,DEN,1,Empty goal,,,,0,,,,,,,,,,,,,21,FALSE,0,0,6,DEN,67,39:12,40:04,19 - 21,-2,52
9,EGY - DEN,M,41:03,2463,2,ELDERAA Y Goal centre 6m bottom left,39,EGY,Empty goal,1,,39,,1,,bottom left,centre 6m,,,bottom,left,,,,,,,TRUE,0,1,7,EGY,68,40:04,41:03,20 - 21,-1,59
9,EGY - DEN,M,41:18,2478,2,GIDSEL M,33,DEN,1,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,EGY,68,40:04,41:03,20 - 21,-1,59
9,EGY - DEN,M,41:36,2496,2,SVAN L Goal right wing bottom centre (33 GIDSEL M),17,DEN,1,Empty goal,33,17,,1,,bottom centre,right wing,,,bottom,centre,,,,,,,FALSE,-1,0,5,DEN,69,41:03,41:36,20 - 22,-2,33
9,EGY - DEN,M,41:36,2496,2,LANDIN N,1,DEN,1,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,DEN,69,41:03,41:36,20 - 22,-2,33
9,EGY - DEN,M,41:48,2508,2,HENDAWY K,88,EGY,Empty goal,1,,,,0,,,,,,,,,,,,,,TRUE,0,1,7,DEN,69,41:03,41:36,20 - 22,-2,33
9,EGY - DEN,M,42:08,2528,2,OMAR Y Shot centre 6m saved bottom centre,5,EGY,Empty goal,1,,,5,0,,bottom centre,centre 6m,,1,bottom,centre,,,,,,,TRUE,0,1,7,EGY,70,41:36,42:08,20 - 22,-2,32
9,EGY - DEN,M,42:18,2538,2,GIDSEL M,33,DEN,1,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,EGY,70,41:36,42:08,20 - 22,-2,32
9,EGY - DEN,M,42:44,2564,2,GIDSEL M Goal breakthrough top centre,33,DEN,1,Empty goal,,33,,1,,top centre,breakthrough,,,top,centre,,,,,,,FALSE,-1,0,5,DEN,71,42:08,42:44,20 - 23,-3,36
9,EGY - DEN,M,42:44,2564,2,LANDIN N,1,DEN,1,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,DEN,71,42:08,42:44,20 - 23,-3,36
9,EGY - DEN,M,43:49,2629,2,SHEBIB M Goal centre 6m top centre (15 MOHAMED A),89,EGY,Empty goal,1,15,89,,1,,top centre,centre 6m,,,top,centre,,,,,,,TRUE,0,1,7,EGY,72,42:44,43:49,21 - 23,-2,65
9,EGY - DEN,M,43:56,2636,2,ELAHMAR A 2-minutes suspension,66,EGY,Empty goal,1,,,,0,,,,,,,,,,,,,66,TRUE,0,1,7,EGY,72,42:44,43:49,21 - 23,-2,65
9,EGY - DEN,M,44:11,2651,2,GIDSEL M Shot breakthrough saved top centre,33,DEN,1,Empty goal,,,33,0,,top centre,breakthrough,,1,top,centre,,,,,,,FALSE,0,0,6,DEN,73,43:49,44:51,21 - 23,-2,62
9,EGY - DEN,M,44:20,2660,2,HOLM Jfor 1 LANDIN N Empty goal,32,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,DEN,73,43:49,44:51,21 - 23,-2,62
9,EGY - DEN,M,44:51,2691,2,LANDIN N,1,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,DEN,73,43:49,44:51,21 - 23,-2,62
9,EGY - DEN,M,44:51,2691,2,OMAR Y 2-minutes suspension,5,EGY,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,5,TRUE,-1,1,6,DEN,73,43:49,44:51,21 - 24,-3,62
9,EGY - DEN,M,44:51,2691,2,MOHAMED A,90,EGY,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,TRUE,-1,1,6,DEN,73,43:49,44:51,21 - 24,-3,62
9,EGY - DEN,M,44:51,2691,2,TOFT HANSEN H Goal left 6m bottom left (24 HANSEN M),23,DEN,Empty goal,Empty goal,24,23,,1,,bottom left,left 6m,,,bottom,left,,,,,,,FALSE,0,1,7,DEN,73,43:49,44:51,21 - 24,-3,62
9,EGY - DEN,M,45:38,2738,2,MOHAMED A 7m received,90,EGY,Empty goal,Empty goal,,,,0,,,,,,,,,90,,,,,TRUE,-2,1,5,EGY,74,44:51,45:40,21 - 24,-3,49
9,EGY - DEN,M,45:38,2738,2,MOELLGAARD H 7m caused,21,DEN,Empty goal,Empty goal,,,,0,,,,,,,,21,,,,,,FALSE,0,1,7,EGY,74,44:51,45:40,21 - 24,-3,49
9,EGY - DEN,M,45:40,2740,2,HENDAWY K,88,EGY,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,TRUE,-2,1,5,EGY,74,44:51,45:40,21 - 24,-3,49
9,EGY - DEN,M,45:40,2740,2,SANAD M Goal Penalty shot top centre (90 MOHAMED A),91,EGY,Empty goal,Empty goal,90,91,,1,,top centre,Penalty,,,top,centre,,,,,,,TRUE,-2,1,5,EGY,74,44:51,45:40,22 - 24,-2,49
9,EGY - DEN,M,45:59,2759,2,ELMASRY I 7m caused,24,EGY,Empty goal,Empty goal,,,,0,,,,,,,,24,,,,,,TRUE,-1,1,6,DEN,75,45:40,46:14,22 - 24,-2,34
9,EGY - DEN,M,45:59,2759,2,HANSEN M 7m received,24,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,24,,,,,FALSE,0,1,7,DEN,75,45:40,46:14,22 - 24,-2,34
9,EGY - DEN,M,46:14,2774,2,HANSEN M Goal Penalty shot bottom right,24,DEN,Empty goal,Empty goal,,24,,1,,bottom right,Penalty,,,bottom,right,,,,,,,FALSE,0,1,7,DEN,75,45:40,46:14,22 - 25,-3,34
9,EGY - DEN,M,46:38,2798,2,ELAHMAR A,66,EGY,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,TRUE,-1,1,6,DEN,75,45:40,46:14,22 - 25,-3,34
9,EGY - DEN,M,47:09,2829,2,HENDAWY K,88,EGY,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,TRUE,0,1,7,DEN,75,45:40,46:14,22 - 25,-3,34
9,EGY - DEN,M,47:13,2833,2,ELDERAA Y Goal right 6m bottom centre,39,EGY,Empty goal,Empty goal,,39,,1,,bottom centre,right 6m,,,bottom,centre,,,,,,,TRUE,0,1,7,EGY,76,46:14,47:13,23 - 25,-2,59
9,EGY - DEN,M,47:24,2844,2,ELDERAA Y Block,39,EGY,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,TRUE,0,1,7,DEN,77,47:13,47:24,23 - 25,-2,11
9,EGY - DEN,M,47:24,2844,2,SAUGSTRUP M Shot centre 6m blocked,15,DEN,Empty goal,Empty goal,,,15,0,,blocked,centre 6m,,,,,,,,,,,FALSE,0,1,7,DEN,77,47:13,47:24,23 - 25,-2,11
9,EGY - DEN,M,47:35,2855,2,ELMASRY I Shot fast break post,24,EGY,Empty goal,Empty goal,,,24,0,,post,fast break,1,,,,,,,,,,TRUE,0,1,7,EGY,78,47:24,47:35,23 - 25,-2,11
9,EGY - DEN,M,47:40,2860,2,SAUGSTRUP M 2-minutes suspension,15,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,15,FALSE,0,1,7,EGY,78,47:24,47:35,23 - 25,-2,11
9,EGY - DEN,M,47:40,2860,2,TOFT HANSEN H,23,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,EGY,78,47:24,47:35,23 - 25,-2,11
9,EGY - DEN,M,48:02,2882,2,GIDSEL M Goal breakthrough top left,33,DEN,Empty goal,Empty goal,,33,,1,,top left,breakthrough,,,top,left,,,,,,,FALSE,-1,1,6,DEN,79,47:35,48:02,23 - 26,-3,27
9,EGY - DEN,M,48:02,2882,2,LANDIN N,1,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,DEN,79,47:35,48:02,23 - 26,-3,27
9,EGY - DEN,M,48:32,2912,2,MOHAMED A Turnover,15,EGY,Empty goal,Empty goal,,,,0,,,,,,,,,,15,,,,TRUE,0,1,7,EGY,80,48:02,48:32,23 - 26,-3,30
9,EGY - DEN,M,48:32,2912,2,SVAN L Steal,17,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,17,,FALSE,-1,1,6,EGY,80,48:02,48:32,23 - 26,-3,30
9,EGY - DEN,M,48:42,2922,2,HOLM Jfor 1 LANDIN N Empty goal,32,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,EGY,80,48:02,48:32,23 - 26,-3,30
9,EGY - DEN,M,49:10,2950,2,HOLM J Shot left 6m post,32,DEN,Empty goal,Empty goal,,,32,0,,post,left 6m,1,,,,,,,,,,FALSE,-1,1,6,DEN,81,48:32,49:10,23 - 26,-3,38
9,EGY - DEN,M,49:16,2956,2,MOHAMED A Goal empty goal middle centre,15,EGY,Empty goal,Empty goal,,15,,1,,middle centre,empty goal,,,middle,centre,,,,,,,TRUE,0,1,7,EGY,82,49:10,49:16,24 - 26,-2,6
9,EGY - DEN,M,49:16,2956,2,LANDIN N,1,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,EGY,82,49:10,49:16,24 - 26,-2,6
9,EGY - DEN,M,49:33,2973,2,GIDSEL M,33,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,EGY,82,49:10,49:16,24 - 26,-2,6
9,EGY - DEN,M,49:43,2983,2,LANDIN N,1,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,EGY,82,49:10,49:16,24 - 26,-2,6
9,EGY - DEN,M,50:00,3000,2,Team timeout,"",DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,DEN,83,49:16,50:14,24 - 26,-2,58
9,EGY - DEN,M,50:14,3014,2,TOFT HANSEN H Goal centre 6m top right (24 HANSEN M),23,DEN,Empty goal,Empty goal,24,23,,1,,top right,centre 6m,,,top,right,,,,,,,FALSE,0,1,7,DEN,83,49:16,50:14,24 - 27,-3,58
9,EGY - DEN,M,50:42,3042,2,ELAHMAR A 7m received,66,EGY,Empty goal,Empty goal,,,,0,,,,,,,,,66,,,,,TRUE,0,1,7,EGY,84,50:14,50:58,24 - 27,-3,44
9,EGY - DEN,M,50:42,3042,2,MENSAH M 7m caused,22,DEN,Empty goal,Empty goal,,,,0,,,,,,,,22,,,,,,FALSE,0,1,7,EGY,84,50:14,50:58,24 - 27,-3,44
9,EGY - DEN,M,50:55,3055,2,MOELLER K,20,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,EGY,84,50:14,50:58,24 - 27,-3,44
9,EGY - DEN,M,50:58,3058,2,SANAD M Penalty shot saved middle right,91,EGY,Empty goal,Empty goal,,,91,0,,middle right,Penalty,,1,middle,right,,,,,,,TRUE,0,1,7,EGY,84,50:14,50:58,24 - 27,-3,44
9,EGY - DEN,M,51:18,3078,2,LANDIN N,1,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,EGY,84,50:14,50:58,24 - 27,-3,44
9,EGY - DEN,M,51:54,3114,2,HANSEN M Technical Fault,24,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,24,,,FALSE,0,1,7,DEN,85,50:58,51:54,24 - 27,-3,56
9,EGY - DEN,M,52:41,3161,2,Team timeout,"",EGY,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,TRUE,0,1,7,EGY,86,51:54,53:15,24 - 27,-3,81
9,EGY - DEN,M,53:15,3195,2,OMAR Y Goal centre 6m top left,5,EGY,Empty goal,Empty goal,,5,,1,,top left,centre 6m,,,top,left,,,,,,,TRUE,0,1,7,EGY,86,51:54,53:15,25 - 27,-2,81
9,EGY - DEN,M,53:29,3209,2,SAUGSTRUP M,15,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,EGY,86,51:54,53:15,25 - 27,-2,81
9,EGY - DEN,M,53:52,3232,2,LANDIN Nfor 33 GIDSEL M Goalkeeper back,1,DEN,1,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,0,0,6,EGY,86,51:54,53:15,25 - 27,-2,81
9,EGY - DEN,M,53:52,3232,2,TOFT HANSEN H Goal centre 6m bottom right (24 HANSEN M),23,DEN,1,Empty goal,24,23,,1,,bottom right,centre 6m,,,bottom,right,,,,,,,FALSE,0,0,6,DEN,87,53:15,53:52,25 - 28,-3,37
9,EGY - DEN,M,54:30,3270,2,MOHAMED A Goal left 6m bottom left,15,EGY,Empty goal,1,,15,,1,,bottom left,left 6m,,,bottom,left,,,,,,,TRUE,0,1,7,EGY,88,53:52,54:30,26 - 28,-2,38
9,EGY - DEN,M,54:55,3295,2,HANSEN Mfor 1 LANDIN N Empty goal,24,DEN,Empty goal,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,EGY,88,53:52,54:30,26 - 28,-2,38
9,EGY - DEN,M,55:24,3324,2,HANSEN M Goal left 6m middle right,24,DEN,Empty goal,Empty goal,,24,,1,,middle right,left 6m,,,middle,right,,,,,,,FALSE,0,1,7,DEN,89,54:30,55:24,26 - 29,-3,54
9,EGY - DEN,M,55:24,3324,2,LANDIN Nfor 33 GIDSEL M Goalkeeper back,1,DEN,1,Empty goal,,,,0,,,,,,,,,,,,,,FALSE,0,0,6,DEN,89,54:30,55:24,26 - 29,-3,54
9,EGY - DEN,M,55:42,3342,2,NAWAR Wfor 88 HENDAWY K Empty goal,25,EGY,Empty goal,1,,,,0,,,,,,,,,,,,,,TRUE,0,1,7,DEN,89,54:30,55:24,26 - 29,-3,54
9,EGY - DEN,M,55:58,3358,2,MOHAMED A Shot left 6m saved middle right,15,EGY,Empty goal,1,,,15,0,,middle right,left 6m,,1,middle,right,,,,,,,TRUE,0,1,7,EGY,90,55:24,55:58,26 - 29,-3,34
9,EGY - DEN,M,55:58,3358,2,HENDAWY Kfor 45 ELDERAA S Goalkeeper back,88,EGY,88,1,,,,0,,,,,,,,,,,,,,TRUE,0,0,6,EGY,90,55:24,55:58,26 - 29,-3,34
9,EGY - DEN,M,56:21,3381,2,SAUGSTRUP Mfor 1 LANDIN N Empty goal,15,DEN,Empty goal,88,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,EGY,90,55:24,55:58,26 - 29,-3,34
9,EGY - DEN,M,57:00,3420,2,GIDSEL M Goal right 6m top left,33,DEN,Empty goal,88,,33,,1,,top left,right 6m,,,top,left,,,,,,,FALSE,0,1,7,DEN,91,55:58,57:00,26 - 30,-4,62
9,EGY - DEN,M,57:00,3420,2,LANDIN Nfor 15 SAUGSTRUP M Goalkeeper back,1,DEN,1,88,,,,0,,,,,,,,,,,,,,FALSE,0,0,6,DEN,91,55:58,57:00,26 - 30,-4,62
9,EGY - DEN,M,57:12,3432,2,ELMASRY I Shot centre 6m saved middle right,24,EGY,88,1,,,24,0,,middle right,centre 6m,,1,middle,right,,,,,,,TRUE,0,0,6,EGY,92,57:00,57:12,26 - 30,-4,12
9,EGY - DEN,M,57:29,3449,2,SAUGSTRUP Mfor 1 LANDIN N Empty goal,15,DEN,Empty goal,88,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,EGY,92,57:00,57:12,26 - 30,-4,12
9,EGY - DEN,M,57:56,3476,2,ELMASRY I 7m caused,24,EGY,88,Empty goal,,,,0,,,,,,,,24,,,,,,TRUE,0,0,6,DEN,93,57:12,58:03,26 - 30,-4,51
9,EGY - DEN,M,57:56,3476,2,GIDSEL M 7m received,33,DEN,Empty goal,88,,,,0,,,,,,,,,33,,,,,FALSE,0,1,7,DEN,93,57:12,58:03,26 - 30,-4,51
9,EGY - DEN,M,58:02,3482,2,LANDIN Nfor 15 SAUGSTRUP M Goalkeeper back,1,DEN,1,88,,,,0,,,,,,,,,,,,,,FALSE,0,0,6,DEN,93,57:12,58:03,26 - 30,-4,51
9,EGY - DEN,M,58:03,3483,2,ELTAYAR Mfor 88 HENDAWY K Goalkeeper Substitution,96,EGY,88,1,,,,0,,,,,,,,,,,,,,TRUE,0,0,6,DEN,93,57:12,58:03,26 - 30,-4,51
9,EGY - DEN,M,58:03,3483,2,HANSEN M Goal Penalty shot bottom right (33 GIDSEL M),24,DEN,1,88,33,24,,1,,bottom right,Penalty,,,bottom,right,,,,,,,FALSE,0,0,6,DEN,93,57:12,58:03,26 - 31,-5,51
9,EGY - DEN,M,58:21,3501,2,ELWAKIL Ofor 96 ELTAYAR M Empty goal,31,EGY,Empty goal,1,,,,0,,,,,,,,,,,,,,TRUE,0,1,7,DEN,93,57:12,58:03,26 - 31,-5,51
9,EGY - DEN,M,58:31,3511,2,HENDAWY Kfor 31 ELWAKIL O Goalkeeper back,88,EGY,88,1,,,,0,,,,,,,,,,,,,,TRUE,0,0,6,DEN,93,57:12,58:03,26 - 31,-5,51
9,EGY - DEN,M,58:31,3511,2,OMAR Y Shot right 6m saved top centre,5,EGY,88,1,,,5,0,,top centre,right 6m,,1,top,centre,,,,,,,TRUE,0,0,6,EGY,94,58:03,58:31,26 - 31,-5,28
