match_id,teams,gender,time,numeric_time,half,action,number,team,goalkeeper,opponent_goalkeeper,assist_number,goal_number,shot_number,goal,shot_speed,in_goal_position,shot_position,post,saved,vertical_goal_position,horizontal_goal_position,causes_7m_number,receives_7m_number,turnover,technical_foul,steal,suspension,is_home,number_suspended,no_goalkeeper,number_court_players,possession,number_of_possession,start_of_possession,end_of_possession,score,lead,possession_length
1,NOR - BRA,M,0:00,0,1,BERGERUD T Goalkeeper,30,NOR,30,62,,,,0,,,,,,,,,,,,,,TRUE,0,,,NOR,1,,,0 - 0,0,
1,NOR - BRA,M,0:00,0,1,VIAL TERCARIOL L Goalkeeper,62,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,0,,,NOR,1,,,0 - 0,0,
1,NOR - BRA,M,0:43,43,1,O'SULLIVAN C Turnover (FB),24,NOR,30,62,,,,0,,,,,,,,,,24,,,,TRUE,0,0,6,NOR,1,0:00,0:43,0 - 0,0,43
1,NOR - BRA,M,0:43,43,1,LANGARO H Turnover,37,BRA,62,30,,,,0,,,,,,,,,,37,,,,FALSE,0,0,6,BRA,2,0:43,0:43,0 - 0,0,0
1,NOR - BRA,M,0:43,43,1,SILVA JP Steal,4,BRA,62,30,,,,0,,,,,,,,,,,,4,,FALSE,0,0,6,NOR,3,0:43,0:43,0 - 0,0,0
1,NOR - BRA,M,0:55,55,1,O'SULLIVAN C 7m caused,24,NOR,30,62,,,,0,,,,,,,,24,,,,,,TRUE,0,0,6,BRA,4,0:43,1:11,0 - 0,0,28
1,NOR - BRA,M,0:55,55,1,RODRIGUES G 7m received,95,BRA,62,30,,,,0,,,,,,,,,95,,,,,FALSE,0,0,6,BRA,4,0:43,1:11,0 - 0,0,28
1,NOR - BRA,M,1:11,71,1,BORGES F Penalty shot saved bottom centre,18,BRA,62,30,,,18,0,,bottom centre,Penalty,,1,bottom,centre,,,,,,,FALSE,0,0,6,BRA,4,0:43,1:11,0 - 0,0,28
1,NOR - BRA,M,1:54,114,1,REINKIND H Shot right 6m saved bottom left,27,NOR,30,62,,,27,0,,bottom left,right 6m,,1,bottom,left,,,,,,,TRUE,0,0,6,NOR,5,1:11,3:04,0 - 0,0,113
1,NOR - BRA,M,3:04,184,1,SAGOSEN S Shot left 9m saved bottom left,5,NOR,30,62,,,5,0,,bottom left,left 9m,,1,bottom,left,,,,,,,TRUE,0,0,6,NOR,5,1:11,3:04,0 - 0,0,113
1,NOR - BRA,M,4:37,277,1,LANGARO H Shot centre 9m saved bottom left,37,BRA,62,30,,,37,0,,bottom left,centre 9m,,1,bottom,left,,,,,,,FALSE,0,0,6,BRA,6,3:04,4:37,0 - 0,0,93
1,NOR - BRA,M,4:49,289,1,JOENDAL M Shot left wing post,17,NOR,30,62,,,17,0,,post,left wing,1,,,,,,,,,,TRUE,0,0,6,NOR,7,4:37,4:49,0 - 0,0,12
1,NOR - BRA,M,5:02,302,1,TEIXEIRA V Goal centre 6m bottom right (4 SILVA JP),25,BRA,62,30,4,25,,1,,bottom right,centre 6m,,,bottom,right,,,,,,,FALSE,0,0,6,BRA,8,4:49,5:02,0 - 1,-1,13
1,NOR - BRA,M,5:25,325,1,BJOERNSEN K Goal right wing bottom centre (27 REINKIND H),19,NOR,30,62,27,19,,1,,bottom centre,right wing,,,bottom,centre,,,,,,,TRUE,0,0,6,NOR,9,5:02,5:25,1 - 1,0,23
1,NOR - BRA,M,5:34,334,1,PONCIANO T Shot centre 9m saved middle left,35,BRA,62,30,,,35,0,,middle left,centre 9m,,1,middle,left,,,,,,,FALSE,0,0,6,BRA,10,5:25,5:34,1 - 1,0,9
1,NOR - BRA,M,5:45,345,1,GULLERUD M Shot centre 6m post,21,NOR,30,62,,,21,0,,post,centre 6m,1,,,,,,,,,,TRUE,0,0,6,NOR,11,5:34,5:45,1 - 1,0,11
1,NOR - BRA,M,6:36,396,1,TEIXEIRA V Goal centre 6m middle right (95 RODRIGUES G),25,BRA,62,30,95,25,,1,,middle right,centre 6m,,,middle,right,,,,,,,FALSE,0,0,6,BRA,12,5:45,6:36,1 - 2,-1,51
1,NOR - BRA,M,6:52,412,1,BORGES F 2-minutes suspension,18,BRA,62,30,,,,0,,,,,,,,,,,,,18,FALSE,0,0,6,BRA,12,5:45,6:36,1 - 2,-1,51
1,NOR - BRA,M,7:04,424,1,SAGOSEN S Shot centre 9m saved bottom left,5,NOR,30,62,,,5,0,,bottom left,centre 9m,,1,bottom,left,,,,,,,TRUE,0,0,6,NOR,13,6:36,7:04,1 - 2,-1,28
1,NOR - BRA,M,7:25,445,1,TORRIANI Gfor 62 VIAL TERCARIOL L Empty goal,5,BRA,Empty goal,30,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,NOR,13,6:36,7:04,1 - 2,-1,28
1,NOR - BRA,M,7:50,470,1,VIAL TERCARIOL Lfor 5 TORRIANI G Goalkeeper back,62,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,NOR,13,6:36,7:04,1 - 2,-1,28
1,NOR - BRA,M,7:50,470,1,RODRIGUES G Goal centre 9m top right,95,BRA,62,30,,95,,1,,top right,centre 9m,,,top,right,,,,,,,FALSE,-1,0,5,BRA,14,7:04,7:50,1 - 3,-2,46
1,NOR - BRA,M,8:21,501,1,SAGOSEN S Turnover,5,NOR,30,62,,,,0,,,,,,,,,,5,,,,TRUE,0,0,6,NOR,15,7:50,8:21,1 - 3,-2,31
1,NOR - BRA,M,8:27,507,1,CHIUFFA F Goal fast break bottom centre,19,BRA,62,30,,19,,1,,bottom centre,fast break,,,bottom,centre,,,,,,,FALSE,-1,0,5,BRA,16,8:21,8:27,1 - 4,-3,6
1,NOR - BRA,M,8:41,521,1,SAGOSEN S Turnover,5,NOR,30,62,,,,0,,,,,,,,,,5,,,,TRUE,0,0,6,NOR,17,8:27,8:41,1 - 4,-3,14
1,NOR - BRA,M,8:41,521,1,PONCIANO T Steal,35,BRA,62,30,,,,0,,,,,,,,,,,,35,,FALSE,-1,0,5,NOR,17,8:27,8:41,1 - 4,-3,14
1,NOR - BRA,M,8:47,527,1,PONCIANO T Goal fast break top centre,35,BRA,62,30,,35,,1,,top centre,fast break,,,top,centre,,,,,,,FALSE,-1,0,5,BRA,18,8:41,8:47,1 - 5,-4,6
1,NOR - BRA,M,8:59,539,1,SAGOSEN S Turnover,5,NOR,30,62,,,,0,,,,,,,,,,5,,,,TRUE,0,0,6,NOR,19,8:47,8:59,1 - 5,-4,12
1,NOR - BRA,M,9:28,568,1,LANGARO H Shot centre 9m missed,37,BRA,62,30,,,37,0,,missed,centre 9m,,,,,,,,,,,FALSE,0,0,6,BRA,20,8:59,9:28,1 - 5,-4,29
1,NOR - BRA,M,10:10,610,1,REINKIND H Goal right 9m top right,27,NOR,30,62,,27,,1,,top right,right 9m,,,top,right,,,,,,,TRUE,0,0,6,NOR,21,9:28,10:10,2 - 5,-3,42
1,NOR - BRA,M,10:23,623,1,SILVA JP Shot centre 9m missed,4,BRA,62,30,,,4,0,,missed,centre 9m,,,,,,,,,,,FALSE,0,0,6,BRA,22,10:10,10:23,2 - 5,-3,13
1,NOR - BRA,M,11:14,674,1,SAGOSEN S Technical Fault,5,NOR,30,62,,,,0,,,,,,,,,,,5,,,TRUE,0,0,6,NOR,23,10:23,11:14,2 - 5,-3,51
1,NOR - BRA,M,12:00,720,1,LANGARO H Goal centre 9m bottom left,37,BRA,62,30,,37,,1,,bottom left,centre 9m,,,bottom,left,,,,,,,FALSE,0,0,6,BRA,24,11:14,12:00,2 - 6,-4,46
1,NOR - BRA,M,13:34,814,1,SAGOSEN S Shot centre 9m saved middle left,5,NOR,30,62,,,5,0,,middle left,centre 9m,,1,middle,left,,,,,,,TRUE,0,0,6,NOR,25,12:00,13:59,2 - 6,-4,119
1,NOR - BRA,M,13:59,839,1,FREDRIKSEN M 7m received,10,NOR,30,62,,,,0,,,,,,,,,10,,,,,TRUE,0,0,6,NOR,25,12:00,13:59,2 - 6,-4,119
1,NOR - BRA,M,13:59,839,1,SAGOSEN S Penalty shot post,5,NOR,30,62,,,5,0,,post,Penalty,1,,,,,,,,,,TRUE,0,0,6,NOR,25,12:00,13:59,2 - 6,-4,119
1,NOR - BRA,M,13:59,839,1,BORGES F 7m caused,18,BRA,62,30,,,,0,,,,,,,,18,,,,,,FALSE,0,0,6,NOR,25,12:00,13:59,2 - 6,-4,119
1,NOR - BRA,M,13:59,839,1,BORGES F 2-minutes suspension,18,BRA,62,30,,,,0,,,,,,,,,,,,,18,FALSE,0,0,6,NOR,25,12:00,13:59,2 - 6,-4,119
1,NOR - BRA,M,13:59,839,1,da ROSA Rfor 62 VIAL TERCARIOL L Goalkeeper Substitution,16,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,0,0,6,NOR,25,12:00,13:59,2 - 6,-4,119
1,NOR - BRA,M,14:23,863,1,TORRIANI Gfor 16 da ROSA R Empty goal,5,BRA,Empty goal,30,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,NOR,25,12:00,13:59,2 - 6,-4,119
1,NOR - BRA,M,14:42,882,1,TEIXEIRA V Shot centre 6m saved middle right,25,BRA,Empty goal,30,,,25,0,,middle right,centre 6m,,1,middle,right,,,,,,,FALSE,-1,1,6,BRA,26,13:59,14:42,2 - 6,-4,43
1,NOR - BRA,M,14:44,884,1,VIAL TERCARIOL Lfor 5 TORRIANI G Goalkeeper back,62,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,BRA,26,13:59,14:42,2 - 6,-4,43
1,NOR - BRA,M,14:50,890,1,JOENDAL M Goal fast break bottom left (24 O'SULLIVAN C),17,NOR,30,62,24,17,,1,,bottom left,fast break,,,bottom,left,,,,,,,TRUE,0,0,6,NOR,27,14:42,14:50,3 - 6,-3,8
1,NOR - BRA,M,15:01,901,1,TORRIANI Gfor 62 VIAL TERCARIOL L Empty goal,5,BRA,Empty goal,30,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,NOR,27,14:42,14:50,3 - 6,-3,8
1,NOR - BRA,M,15:48,948,1,LANGARO H Shot centre 9m saved top right,37,BRA,Empty goal,30,,,37,0,,top right,centre 9m,,1,top,right,,,,,,,FALSE,-1,1,6,BRA,28,14:50,15:48,3 - 6,-3,58
1,NOR - BRA,M,15:52,952,1,VIAL TERCARIOL Lfor 5 TORRIANI G Goalkeeper back,62,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,BRA,28,14:50,15:48,3 - 6,-3,58
1,NOR - BRA,M,16:03,963,1,REINKIND H Goal right 6m bottom right (21 GULLERUD M),27,NOR,30,62,21,27,,1,,bottom right,right 6m,,,bottom,right,,,,,,,TRUE,0,0,6,NOR,29,15:48,16:03,4 - 6,-2,15
1,NOR - BRA,M,16:46,1006,1,LANGARO H Goal breakthrough bottom right,37,BRA,62,30,,37,,1,,bottom right,breakthrough,,,bottom,right,,,,,,,FALSE,0,0,6,BRA,30,16:03,16:46,4 - 7,-3,43
1,NOR - BRA,M,17:18,1038,1,SAGOSEN S Goal left 6m top left,5,NOR,30,62,,5,,1,,top left,left 6m,,,top,left,,,,,,,TRUE,0,0,6,NOR,31,16:46,17:18,5 - 7,-2,32
1,NOR - BRA,M,18:25,1105,1,CHIUFFA F Goal right wing top left (37 LANGARO H),19,BRA,62,30,37,19,,1,,top left,right wing,,,top,left,,,,,,,FALSE,0,0,6,BRA,32,17:18,18:25,5 - 8,-3,67
1,NOR - BRA,M,18:37,1117,1,O'SULLIVAN C 7m received,24,NOR,30,62,,,,0,,,,,,,,,24,,,,,TRUE,0,0,6,NOR,33,18:25,18:37,5 - 8,-3,12
1,NOR - BRA,M,18:37,1117,1,TOLEDO JG 7m caused,10,BRA,62,30,,,,0,,,,,,,,10,,,,,,FALSE,0,0,6,NOR,33,18:25,18:37,5 - 8,-3,12
1,NOR - BRA,M,18:37,1117,1,TOLEDO JG 2-minutes suspension,10,BRA,62,30,,,,0,,,,,,,,,,,,,10,FALSE,0,0,6,NOR,33,18:25,18:37,5 - 8,-3,12
1,NOR - BRA,M,18:37,1117,1,da ROSA Rfor 62 VIAL TERCARIOL L Goalkeeper Substitution,16,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,0,0,6,NOR,33,18:25,18:37,5 - 8,-3,12
1,NOR - BRA,M,18:37,1117,1,SAGOSEN S Goal Penalty shot bottom right (24 O'SULLIVAN C),5,NOR,30,62,24,5,,1,,bottom right,Penalty,,,bottom,right,,,,,,,TRUE,0,0,6,NOR,33,18:25,18:37,6 - 8,-2,12
1,NOR - BRA,M,18:59,1139,1,TEIXEIRA Vfor 16 da ROSA R Empty goal,25,BRA,Empty goal,30,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,NOR,33,18:25,18:37,6 - 8,-2,12
1,NOR - BRA,M,19:27,1167,1,SILVA JP Goal centre 9m top left,4,BRA,Empty goal,30,,4,,1,,top left,centre 9m,,,top,left,,,,,,,FALSE,-1,1,6,BRA,34,18:37,19:27,6 - 9,-3,50
1,NOR - BRA,M,19:29,1169,1,VIAL TERCARIOL Lfor 5 TORRIANI G Goalkeeper back,62,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,BRA,34,18:37,19:27,6 - 9,-3,50
1,NOR - BRA,M,19:36,1176,1,SAGOSEN S Turnover,5,NOR,30,62,,,,0,,,,,,,,,,5,,,,TRUE,0,0,6,NOR,35,19:27,19:36,6 - 9,-3,9
1,NOR - BRA,M,19:54,1194,1,TORRIANI Gfor 62 VIAL TERCARIOL L Empty goal,5,BRA,Empty goal,30,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,NOR,35,19:27,19:36,6 - 9,-3,9
1,NOR - BRA,M,20:19,1219,1,VIAL TERCARIOL Lfor 5 TORRIANI G Goalkeeper back,62,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,NOR,35,19:27,19:36,6 - 9,-3,9
1,NOR - BRA,M,20:35,1235,1,CHIUFFA F Goal flying throw bottom left (37 LANGARO H),19,BRA,62,30,37,19,,1,,bottom left,,,,bottom,left,,,,,,,FALSE,-1,0,5,BRA,36,19:36,20:35,6 - 10,-4,59
1,NOR - BRA,M,20:46,1246,1,BJOERNSEN K Goal right wing top left (27 REINKIND H),19,NOR,30,62,27,19,,1,,top left,right wing,,,top,left,,,,,,,TRUE,0,0,6,NOR,37,20:35,20:46,7 - 10,-3,11
1,NOR - BRA,M,21:24,1284,1,SILVA JP Shot centre 9m saved bottom left,4,BRA,62,30,,,4,0,,bottom left,centre 9m,,1,bottom,left,,,,,,,FALSE,0,0,6,BRA,38,20:46,21:24,7 - 10,-3,38
1,NOR - BRA,M,21:34,1294,1,Team timeout,"",NOR,30,62,,,,0,,,,,,,,,,,,,,TRUE,0,0,6,NOR,39,21:24,22:38,7 - 10,-3,74
1,NOR - BRA,M,22:38,1358,1,SAGOSEN S Turnover,5,NOR,30,62,,,,0,,,,,,,,,,5,,,,TRUE,0,0,6,NOR,39,21:24,22:38,7 - 10,-3,74
1,NOR - BRA,M,22:38,1358,1,PONCIANO T Steal,35,BRA,62,30,,,,0,,,,,,,,,,,,35,,FALSE,0,0,6,NOR,39,21:24,22:38,7 - 10,-3,74
1,NOR - BRA,M,22:45,1365,1,TORRIANI G Shot fast break post,5,BRA,62,30,,,5,0,,post,fast break,1,,,,,,,,,,FALSE,0,0,6,BRA,40,22:38,22:45,7 - 10,-3,7
1,NOR - BRA,M,22:51,1371,1,FREDRIKSEN M Goal fast break bottom left,10,NOR,30,62,,10,,1,,bottom left,fast break,,,bottom,left,,,,,,,TRUE,0,0,6,NOR,41,22:45,22:51,8 - 10,-2,6
1,NOR - BRA,M,22:51,1371,1,TORRIANI G 2-minutes suspension,5,BRA,62,30,,,,0,,,,,,,,,,,,,5,FALSE,0,0,6,NOR,41,22:45,22:51,8 - 10,-2,6
1,NOR - BRA,M,23:14,1394,1,BORGES Ffor 62 VIAL TERCARIOL L Empty goal,18,BRA,Empty goal,30,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,NOR,41,22:45,22:51,8 - 10,-2,6
1,NOR - BRA,M,23:23,1403,1,O'SULLIVAN C Block,24,NOR,30,Empty goal,,,,0,,,,,,,,,,,,,,TRUE,0,0,6,BRA,42,22:51,23:39,8 - 10,-2,48
1,NOR - BRA,M,23:23,1403,1,RODRIGUES G Shot centre 9m blocked,95,BRA,Empty goal,30,,,95,0,,blocked,centre 9m,,,,,,,,,,,FALSE,-1,1,6,BRA,42,22:51,23:39,8 - 10,-2,48
1,NOR - BRA,M,23:39,1419,1,GULLERUD M Block,21,NOR,30,Empty goal,,,,0,,,,,,,,,,,,,,TRUE,0,0,6,BRA,42,22:51,23:39,8 - 10,-2,48
1,NOR - BRA,M,23:39,1419,1,LANGARO H Shot left 9m blocked,37,BRA,Empty goal,30,,,37,0,,blocked,left 9m,,,,,,,,,,,FALSE,-1,1,6,BRA,42,22:51,23:39,8 - 10,-2,48
1,NOR - BRA,M,23:41,1421,1,VIAL TERCARIOL Lfor 33 DUTRA L Goalkeeper back,62,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,BRA,42,22:51,23:39,8 - 10,-2,48
1,NOR - BRA,M,24:03,1443,1,REINKIND H Goal centre 6m top right,27,NOR,30,62,,27,,1,,top right,centre 6m,,,top,right,,,,,,,TRUE,0,0,6,NOR,43,23:39,24:03,9 - 10,-1,24
1,NOR - BRA,M,24:15,1455,1,DUTRA Lfor 62 VIAL TERCARIOL L Empty goal,33,BRA,Empty goal,30,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,NOR,43,23:39,24:03,9 - 10,-1,24
1,NOR - BRA,M,24:38,1478,1,DUTRA L Shot centre 9m saved bottom centre,33,BRA,Empty goal,30,,,33,0,,bottom centre,centre 9m,,1,bottom,centre,,,,,,,FALSE,-1,1,6,BRA,44,24:03,24:44,9 - 10,-1,41
1,NOR - BRA,M,24:41,1481,1,VIAL TERCARIOL Lfor 18 BORGES F Goalkeeper back,62,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,BRA,44,24:03,24:44,9 - 10,-1,41
1,NOR - BRA,M,24:44,1484,1,MORAES R Goal centre 6m top left,13,BRA,62,30,,13,,1,,top left,centre 6m,,,top,left,,,,,,,FALSE,-1,0,5,BRA,44,24:03,24:44,9 - 11,-2,41
1,NOR - BRA,M,25:25,1525,1,SAGOSEN S Shot left 6m saved middle left,5,NOR,30,62,,,5,0,,middle left,left 6m,,1,middle,left,,,,,,,TRUE,0,0,6,NOR,45,24:44,25:54,9 - 11,-2,70
1,NOR - BRA,M,25:54,1554,1,REINKIND H Goal centre 6m bottom left,27,NOR,30,62,,27,,1,,bottom left,centre 6m,,,bottom,left,,,,,,,TRUE,0,0,6,NOR,45,24:44,25:54,10 - 11,-1,70
1,NOR - BRA,M,26:50,1610,1,MORAES R Goal centre 6m middle left (37 LANGARO H),13,BRA,62,30,37,13,,1,,middle left,centre 6m,,,middle,left,,,,,,,FALSE,0,0,6,BRA,46,25:54,26:50,10 - 12,-2,56
1,NOR - BRA,M,26:53,1613,1,TOLEDO JGfor 62 VIAL TERCARIOL L Empty goal,10,BRA,Empty goal,30,,,,0,,,,,,,,,,,,,,FALSE,0,1,7,BRA,46,25:54,26:50,10 - 12,-2,56
1,NOR - BRA,M,27:17,1637,1,VIAL TERCARIOL Lfor 95 RODRIGUES G Goalkeeper back,62,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,0,0,6,BRA,46,25:54,26:50,10 - 12,-2,56
1,NOR - BRA,M,27:47,1667,1,SAGOSEN S Goal left 6m middle right,5,NOR,30,62,,5,,1,,middle right,left 6m,,,middle,right,,,,,,,TRUE,0,0,6,NOR,47,26:50,27:47,11 - 12,-1,57
1,NOR - BRA,M,28:11,1691,1,Team timeout,"",BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,0,0,6,BRA,48,27:47,28:54,11 - 12,-1,67
1,NOR - BRA,M,28:32,1712,1,GULLERUD M Block,21,NOR,30,62,,,,0,,,,,,,,,,,,,,TRUE,0,0,6,BRA,48,27:47,28:54,11 - 12,-1,67
1,NOR - BRA,M,28:32,1712,1,DUTRA L Shot centre 9m blocked,33,BRA,62,30,,,33,0,,blocked,centre 9m,,,,,,,,,,,FALSE,0,0,6,BRA,48,27:47,28:54,11 - 12,-1,67
1,NOR - BRA,M,28:54,1734,1,LANGARO H Goal breakthrough bottom centre,37,BRA,62,30,,37,,1,,bottom centre,breakthrough,,,bottom,centre,,,,,,,FALSE,0,0,6,BRA,48,27:47,28:54,11 - 13,-2,67
1,NOR - BRA,M,29:49,1789,1,GULLERUD M Goal left wing bottom right (10 FREDRIKSEN M),21,NOR,30,62,10,21,,1,,bottom right,left wing,,,bottom,right,,,,,,,TRUE,0,0,6,NOR,49,28:54,29:49,12 - 13,-1,55
1,NOR - BRA,M,29:59,1799,1,GULLERUD M Block,21,NOR,30,62,,,,0,,,,,,,,,,,,,,TRUE,0,0,6,BRA,50,29:49,30:00,12 - 13,-1,11
1,NOR - BRA,M,29:59,1799,1,LANGARO H Shot centre 9m blocked,37,BRA,62,30,,,37,0,,blocked,centre 9m,,,,,,,,,,,FALSE,0,0,6,BRA,50,29:49,30:00,12 - 13,-1,11
1,NOR - BRA,M,30:00,1800,2,BERGERUD T Goalkeeper,30,NOR,30,62,,,,0,,,,,,,,,,,,,,TRUE,0,,,NOR,51,,,12 - 13,-1,
1,NOR - BRA,M,30:00,1800,2,VIAL TERCARIOL L Goalkeeper,62,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,0,,,NOR,51,,,12 - 13,-1,
1,NOR - BRA,M,30:58,1858,2,MYRHOL B Shot centre 6m saved bottom right,8,NOR,30,62,,,8,0,,bottom right,centre 6m,,1,bottom,right,,,,,,,TRUE,0,0,6,NOR,51,30:00,30:58,12 - 13,-1,58
1,NOR - BRA,M,31:37,1897,2,CHIUFFA F Goal right wing bottom centre (4 SILVA JP),19,BRA,62,30,4,19,,1,,bottom centre,right wing,,,bottom,centre,,,,,,,FALSE,0,0,6,BRA,52,30:58,31:37,12 - 14,-2,39
1,NOR - BRA,M,31:52,1912,2,ABELVIK ROED M Goal right 9m top left,77,NOR,30,62,,77,,1,,top left,right 9m,,,top,left,,,,,,,TRUE,0,0,6,NOR,53,31:37,31:52,13 - 14,-1,15
1,NOR - BRA,M,32:35,1955,2,SILVA JP Turnover,4,BRA,62,30,,,,0,,,,,,,,,,4,,,,FALSE,0,0,6,BRA,54,31:52,32:35,13 - 14,-1,43
1,NOR - BRA,M,32:48,1968,2,SAGOSEN S Shot left wing post,5,NOR,30,62,,,5,0,,post,left wing,1,,,,,,,,,,TRUE,0,0,6,NOR,55,32:35,33:03,13 - 14,-1,28
1,NOR - BRA,M,33:03,1983,2,BJOERNSEN K Goal right wing top left,19,NOR,30,62,,19,,1,,top left,right wing,,,top,left,,,,,,,TRUE,0,0,6,NOR,55,32:35,33:03,14 - 14,0,28
1,NOR - BRA,M,33:33,2013,2,SILVA JP Turnover,4,BRA,62,30,,,,0,,,,,,,,,,4,,,,FALSE,0,0,6,BRA,56,33:03,33:33,14 - 14,0,30
1,NOR - BRA,M,34:07,2047,2,SAGOSEN S Goal breakthrough bottom right,5,NOR,30,62,,5,,1,,bottom right,breakthrough,,,bottom,right,,,,,,,TRUE,0,0,6,NOR,57,33:33,34:07,15 - 14,1,34
1,NOR - BRA,M,34:40,2080,2,RODRIGUES G Turnover,95,BRA,62,30,,,,0,,,,,,,,,,95,,,,FALSE,0,0,6,BRA,58,34:07,34:40,15 - 14,1,33
1,NOR - BRA,M,34:48,2088,2,ABELVIK ROED M Shot right 9m saved middle left,77,NOR,30,62,,,77,0,,middle left,right 9m,,1,middle,left,,,,,,,TRUE,0,0,6,NOR,59,34:40,34:48,15 - 14,1,8
1,NOR - BRA,M,34:59,2099,2,SILVA JP Shot centre 6m saved bottom left,4,BRA,62,30,,,4,0,,bottom left,centre 6m,,1,bottom,left,,,,,,,FALSE,0,0,6,BRA,60,34:48,34:59,15 - 14,1,11
1,NOR - BRA,M,35:08,2108,2,JOENDAL M 7m received,17,NOR,30,62,,,,0,,,,,,,,,17,,,,,TRUE,0,0,6,NOR,61,34:59,35:24,15 - 14,1,25
1,NOR - BRA,M,35:08,2108,2,TEIXEIRA V 7m caused,25,BRA,62,30,,,,0,,,,,,,,25,,,,,,FALSE,0,0,6,NOR,61,34:59,35:24,15 - 14,1,25
1,NOR - BRA,M,35:24,2124,2,SAGOSEN S Goal Penalty shot bottom right (17 JOENDAL M),5,NOR,30,62,17,5,,1,,bottom right,Penalty,,,bottom,right,,,,,,,TRUE,0,0,6,NOR,61,34:59,35:24,16 - 14,2,25
1,NOR - BRA,M,36:47,2207,2,de OLIVEIRA MR Warning (yellow card) bench punishment,B,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,0,0,6,NOR,61,34:59,35:24,16 - 14,2,25
1,NOR - BRA,M,36:47,2207,2,BORGES F Shot left wing post,18,BRA,62,30,,,18,0,,post,left wing,1,,,,,,,,,,FALSE,0,0,6,BRA,62,35:24,36:47,16 - 14,2,83
1,NOR - BRA,M,38:09,2289,2,ABELVIK ROED M 7m received,77,NOR,30,62,,,,0,,,,,,,,,77,,,,,TRUE,0,0,6,NOR,63,36:47,38:09,16 - 14,2,82
1,NOR - BRA,M,38:09,2289,2,PETRUS T 7m caused,14,BRA,62,30,,,,0,,,,,,,,14,,,,,,FALSE,0,0,6,NOR,63,36:47,38:09,16 - 14,2,82
1,NOR - BRA,M,38:09,2289,2,PETRUS T 2-minutes suspension,14,BRA,62,30,,,,0,,,,,,,,,,,,,14,FALSE,0,0,6,NOR,63,36:47,38:09,16 - 14,2,82
1,NOR - BRA,M,38:09,2289,2,SAGOSEN S Goal Penalty shot top left (77 ABELVIK ROED M),5,NOR,30,62,77,5,,1,,top left,Penalty,,,top,left,,,,,,,TRUE,0,0,6,NOR,63,36:47,38:09,17 - 14,3,82
1,NOR - BRA,M,38:30,2310,2,TEIXEIRA Vfor 62 VIAL TERCARIOL L Empty goal,25,BRA,Empty goal,30,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,NOR,63,36:47,38:09,17 - 14,3,82
1,NOR - BRA,M,38:58,2338,2,RODRIGUES G Goal centre 9m top right,95,BRA,Empty goal,30,,95,,1,,top right,centre 9m,,,top,right,,,,,,,FALSE,-1,1,6,BRA,64,38:09,38:58,17 - 15,2,49
1,NOR - BRA,M,39:00,2340,2,VIAL TERCARIOL Lfor 19 CHIUFFA F Goalkeeper back,62,BRA,62,30,,,,0,,,,,,,,,,,,,,FALSE,-1,0,5,BRA,64,38:09,38:58,17 - 15,2,49
1,NOR - BRA,M,39:31,2371,2,SAGOSEN S Goal centre 9m top right,5,NOR,30,62,,5,,1,,top right,centre 9m,,,top,right,,,,,,,TRUE,0,0,6,NOR,65,38:58,39:31,18 - 15,3,33
1,NOR - BRA,M,39:56,2396,2,CHIUFFA Ffor 62 VIAL TERCARIOL L Empty goal,19,BRA,Empty goal,30,,,,0,,,,,,,,,,,,,,FALSE,-1,1,6,NOR,65,38:58,39:31,18 - 15,3,33
1,NOR - BRA,M,40:07,2407,2,DUTRA L Goal centre 9m bottom left,33,BRA,Empty goal,30,,33,,1,,bottom left,centre 9m,,,bottom,left,,,,,,,FALSE,-1,1,6,BRA,66,39:31,40:07,18 - 16,2,36
1,NOR - BRA,M,40:23,2423,2,O'SULLIVAN C Goal empty goal middle centre,24,NOR,30,Empty goal,,24,,1,,middle centre,empty goal,,,middle,centre,,,,,,,TRUE,0,0,6,NOR,67,40:07,40:23,19 - 16,3,16
